scientificName,individualCount,year,month,stateProvince,family,genus,decimalLatitude,decimalLongitude
Zizula hylax,1,2022,2,Queensland,Lycaenidae,Zizula,-27.46295,152.88365
Phaedyma shepherdi,1,2020,2,New South Wales,Nymphalidae,Phaedyma,-30.35676,153.104293
Hypolimnas bolina,10,2021,2,Queensland,Nymphalidae,Hypolimnas,-17.1385,145.2291
Heteronympha merope,4,2022,11,New South Wales,Nymphalidae,Heteronympha,-33.59363,151.17047
Nacaduba biocellata,5,2020,11,New South Wales,Lycaenidae,Nacaduba,-29.27897,152.15149
Telicota augias,2,2023,4,Queensland,Hesperiidae,Telicota,-17.31243,145.58732
Trapezites symmomus,2,2019,11,Queensland,Hesperiidae,Trapezites,-27.52966,153.28126
Belenois java,1,2019,11,New South Wales,Pieridae,Belenois,-33.55432,150.68299
Melanitis leda,1,2020,3,Queensland,Nymphalidae,Melanitis,-24.90097,152.4887
Graphium macleayanum,1,2020,6,New South Wales,Papilionidae,Graphium,-30.35676,153.104293
Delias nysa,10,2020,6,New South Wales,Pieridae,Delias,-30.35676,153.104293
Pieris rapae,1,2022,12,New South Wales,Pieridae,Pieris,-33.64217,151.12552
Eirmocides absimilis,1,2022,10,New South Wales,Lycaenidae,Eirmocides,-33.64206,151.1254
Papilio (Princeps) ambrax,3,2023,2,Queensland,Papilionidae,Papilio,-17.31247,145.58736
Hypolimnas alimena,1,2023,7,Queensland,Nymphalidae,Hypolimnas,-15.49116,144.81911
Junonia villida,1,2022,3,Tasmania,Nymphalidae,Junonia,-42.98459,147.30504
Papilio (Princeps) ambrax,2,2021,4,Queensland,Papilionidae,Papilio,-17.2652,145.4871
Tirumala hamata,2,2020,3,Queensland,Nymphalidae,Tirumala,-27.44999,152.95581
Danaus petilia,1,2020,2,Queensland,Nymphalidae,Danaus,-17.28572,145.63542
Graphium macleayanum,1,2021,1,Tasmania,Papilionidae,Graphium,-42.82993,146.27249
Graphium choredon,2,2023,1,Queensland,Papilionidae,Graphium,-17.3788,145.38465
Cupha prosope,8,2023,3,Queensland,Nymphalidae,Cupha,-17.31247,145.58736
Catopsilia pomona,3,2020,4,Queensland,Pieridae,Catopsilia,-28.17207,153.37783
Zizina otis,1,2021,3,Tasmania,Lycaenidae,Zizina,-41.01607,146.96245
Vanessa kershawi,2,2023,1,Queensland,Nymphalidae,Vanessa,-28.22452,153.11082
Eurema hecabe,1,2020,9,Queensland,Pieridae,Eurema,-17.3126,145.5872
Pieris rapae,2,2022,1,Queensland,Pieridae,Pieris,-27.38416,151.61591
Euploea corinna,1,2022,12,Queensland,Nymphalidae,Euploea,-27.31815,153.05523
Papilio (Princeps) aegeus,1,2020,4,Queensland,Papilionidae,Papilio,-17.3788,145.38465
Papilio (Princeps) ulysses,1,2020,3,Queensland,Papilionidae,Papilio,-17.27502,145.58355
Ornithoptera euphorion,1,2022,10,Queensland,Papilionidae,Ornithoptera,-17.31242,145.58733
Euploea corinna,3,2020,2,Queensland,Nymphalidae,Euploea,-27.53251,153.05482
Eurema hecabe,1,2020,4,Queensland,Pieridae,Eurema,-28.12371,153.19408
Melanitis leda,4,2020,8,Queensland,Nymphalidae,Melanitis,-22.80782,150.80309
Ocybadistes walkeri,3,2021,2,New South Wales,Hesperiidae,Ocybadistes,-33.92233,150.93674
Hypolimnas bolina,2,2019,11,Queensland,Nymphalidae,Hypolimnas,-23.10617,150.74162
Psychonotis caelius,2,2023,1,Queensland,Lycaenidae,Psychonotis,-17.3788,145.38465
Pieris rapae,1,2020,3,Queensland,Pieridae,Pieris,-17.27498,145.58351
Charaxes sempronius,1,2022,10,Queensland,Nymphalidae,Charaxes,-17.31242,145.58733
Nacaduba berenice,4,2020,3,Queensland,Lycaenidae,Nacaduba,-28.01953,153.33842
Hypolimnas bolina,2,2022,3,Queensland,Nymphalidae,Hypolimnas,-12.7934,143.3599
Mydosama terminus,2,2022,6,Queensland,Nymphalidae,Mydosama,-17.31248,145.58724
Psychonotis caelius,5,2022,12,Queensland,Lycaenidae,Psychonotis,-17.31175,145.58884
Taractrocera ina,1,2022,1,Queensland,Hesperiidae,Taractrocera,-27.375724,153.183982
Graphium eurypylus,1,2020,2,Queensland,Papilionidae,Graphium,-17.3788,145.38465
Heteronympha merope,17,2023,1,New South Wales,Nymphalidae,Heteronympha,-34.9479,150.60959
Zizeeria karsandra,2,2022,10,Queensland,Lycaenidae,Zizeeria,-17.31242,145.58733
Graphium choredon,1,2020,3,Queensland,Papilionidae,Graphium,-28.01953,153.33842
Erysichton lineatus,2,2023,1,Queensland,Lycaenidae,Erysichton,-24.30854,150.8261
Delias nigrina,2,2022,7,Queensland,Pieridae,Delias,-17.31239,145.58736
Hypocysta metirius,3,2023,6,Queensland,Nymphalidae,Hypocysta,-17.98744,145.5403
Eurema hecabe,3,2020,4,Queensland,Pieridae,Eurema,-26.41034,153.05567
Papilio (Princeps) aegeus,1,2018,12,Queensland,Papilionidae,Papilio,-9.4217,142.5362
Trapezites praxedes,1,2022,4,New South Wales,Hesperiidae,Trapezites,-33.62484,151.14892
Melanitis leda,1,2022,1,Queensland,Nymphalidae,Melanitis,-27.48316,153.11532
Nacaduba berenice,3,2020,2,Queensland,Lycaenidae,Nacaduba,-27.53176,153.05603
Trapezites symmomus,1,2022,3,Queensland,Hesperiidae,Trapezites,-27.47157,153.06686
Pieris rapae,2,2020,4,Queensland,Pieridae,Pieris,-28.12329,153.19429
Danaus plexippus,3,2020,2,New South Wales,Nymphalidae,Danaus,-30.35676,153.104293
Vanessa kershawi,1,2023,1,Victoria,Nymphalidae,Vanessa,-38.63993,143.88768
Tirumala hamata,1,2021,3,Queensland,Nymphalidae,Tirumala,-17.481,145.3705
Catopsilia pomona,1,2020,3,Queensland,Pieridae,Catopsilia,-17.27502,145.58355
Tirumala hamata,1,2019,12,Queensland,Nymphalidae,Tirumala,-26.41041,153.05567
Netrocoryne repanda,1,2023,1,Queensland,Hesperiidae,Netrocoryne,-28.28323,152.72626
Pantoporia consimilis,1,2021,9,Queensland,Nymphalidae,Pantoporia,-20.9275,149.0539
Zizina otis,1,2019,11,South Australia,Lycaenidae,Zizina,-34.9345,138.54829
Hypolimnas bolina,1,2020,5,Queensland,Nymphalidae,Hypolimnas,-17.45714,145.41571
Melanitis leda,1,2020,2,Queensland,Nymphalidae,Melanitis,-27.53284,153.05383
Vagrans egista,1,2023,2,Queensland,Nymphalidae,Vagrans,-17.31239,145.58733
Danaus plexippus,3,2022,1,Queensland,Nymphalidae,Danaus,-28.18602,153.03961
Appias paulina,1,2021,3,Queensland,Pieridae,Appias,-25.39215,153.03008
Jalmenus evagoras,1,2019,12,New South Wales,Lycaenidae,Jalmenus,-33.90575,150.99362
Tirumala hamata,6,2020,9,Queensland,Nymphalidae,Tirumala,-19.12867,146.8744
Zizina otis,10,2020,1,Victoria,Lycaenidae,Zizina,-37.35558,144.15369
Catopsilia pomona,6,2022,11,Queensland,Pieridae,Catopsilia,-27.54692,152.96478
Graphium choredon,1,2023,2,Queensland,Papilionidae,Graphium,-17.31275,145.587
Deudorix diovis,2,2021,3,Queensland,Lycaenidae,Deudorix,-17.31172,145.58891
Yoma sabina,1,2020,3,Queensland,Nymphalidae,Yoma,-17.31148,145.58855
Heteronympha merope,4,2021,12,Australian Capital Territory,Nymphalidae,Heteronympha,-35.15537,150.65991
Hypocysta adiante,4,2022,4,Queensland,Nymphalidae,Hypocysta,-27.54061,153.06211
Pieris rapae,4,2023,2,Victoria,Pieridae,Pieris,-37.5675,149.1522
Ornithoptera euphorion,1,2022,11,Queensland,Papilionidae,Ornithoptera,-17.32522,145.69672
Papilio (Princeps) fuscus,1,2022,12,Queensland,Papilionidae,Papilio,-19.0156,146.2665
Delias ennia,5,2020,2,Queensland,Pieridae,Delias,-17.31241,145.58736
Cupha prosope,2,2021,3,Queensland,Nymphalidae,Cupha,-17.31285,145.58695
Suniana sunias,1,2019,10,Queensland,Hesperiidae,Suniana,-27.47156,153.01527
Vanessa kershawi,1,2022,3,Victoria,Nymphalidae,Vanessa,-37.35576,144.1538
Jamides phaseli,10,2021,1,Queensland,Lycaenidae,Jamides,-18.14244,144.811111
Junonia hedonia,1,2020,5,Queensland,Nymphalidae,Junonia,-17.31247,145.58731
Tirumala hamata,2,2020,2,Queensland,Nymphalidae,Tirumala,-27.53176,153.05603
Graphium agamemnon,2,2022,10,Queensland,Papilionidae,Graphium,-17.31242,145.58733
Euploea corinna,1,2021,1,Australian Capital Territory,Nymphalidae,Euploea,-35.27097,149.14726
Graphium agamemnon,2,2023,2,Queensland,Papilionidae,Graphium,-17.31239,145.58733
Danaus plexippus,1,2019,10,South Australia,Nymphalidae,Danaus,-35.604,138.576
Papilio (Princeps) aegeus,1,2021,2,Queensland,Papilionidae,Papilio,-17.1385,145.2291
Danaus petilia,2,2021,3,Queensland,Nymphalidae,Danaus,-17.3585,145.3281
Catopsilia pyranthe,2,2022,10,Queensland,Pieridae,Catopsilia,-24.0755,148.05
Theclinesthes onycha,4,2022,4,Queensland,Lycaenidae,Theclinesthes,-27.54336,153.07291
Graphium choredon,1,2020,2,Queensland,Papilionidae,Graphium,-27.52306,153.05381
Geitoneura klugii,1,2020,12,Victoria,Nymphalidae,Geitoneura,-38.63991,143.88873
Phaedyma shepherdi,1,2021,4,Queensland,Nymphalidae,Phaedyma,-17.31256,145.58708
Oreixenica kershawi,50,2023,2,Victoria,Nymphalidae,Oreixenica,-38.4214,146.5772
Tirumala hamata,1,2020,2,Queensland,Nymphalidae,Tirumala,-26.41037,153.05554
Graphium choredon,1,2021,4,New South Wales,Papilionidae,Graphium,-33.92232,150.93672
Trapezites symmomus,10,2022,3,Queensland,Hesperiidae,Trapezites,-28.13664,153.48479
Catopsilia pomona,1,2020,3,Queensland,Pieridae,Catopsilia,-27.5329,153.0541
Acraea andromacha,1,2020,2,New South Wales,Nymphalidae,Acraea,-30.35676,153.104293
Tirumala hamata,2,2020,3,Queensland,Nymphalidae,Tirumala,-25.93465,152.62467
Candalides,2,2020,12,Queensland,Lycaenidae,Candalides,-17.31257,145.58721
Euchrysops cnejus,1,2022,12,Queensland,Lycaenidae,Euchrysops,-18.91147,146.3072
Hypocysta metirius,2,2022,5,New South Wales,Nymphalidae,Hypocysta,-30.653363,152.920132
Papilio (Princeps) aegeus,1,2023,6,Queensland,Papilionidae,Papilio,-10.5744,142.3008
Zizina otis,2,2022,6,Northern Territory,Lycaenidae,Zizina,-13.8475,136.417
Junonia villida,7,2022,10,Queensland,Nymphalidae,Junonia,-27.65811,151.52523
Zizina otis,1,2022,3,South Australia,Lycaenidae,Zizina,-37.7363,140.65361
Danaus plexippus,1,2020,3,Queensland,Nymphalidae,Danaus,-26.41037,153.05554
Papilio (Princeps) aegeus,1,2019,11,Queensland,Papilionidae,Papilio,-27.45792,153.04826
Hypolimnas bolina,1,2020,12,Queensland,Nymphalidae,Hypolimnas,-17.31169,145.58895
Catopsilia gorgophone,1,2020,3,Queensland,Pieridae,Catopsilia,-27.508,153.08
Vanessa kershawi,2,2022,12,Queensland,Nymphalidae,Vanessa,-27.54167,153.06245
Theclinesthes serpentatus,14,2020,3,South Australia,Lycaenidae,Theclinesthes,-32.67957,135.51776
Danaus petilia,1,2020,4,Queensland,Nymphalidae,Danaus,-28.12369,153.19415
Ypthima arctous,3,2020,3,Queensland,Nymphalidae,Ypthima,-17.51744,145.43437
Psychonotis caelius,1,2021,3,Queensland,Lycaenidae,Psychonotis,-17.31285,145.58695
Tisiphone abeona,1,2022,10,New South Wales,Nymphalidae,Tisiphone,-33.64218,151.12547
Ocybadistes ardea,1,2020,9,Queensland,Hesperiidae,Ocybadistes,-17.31279,145.58712
Belenois java,6,2019,11,Queensland,Pieridae,Belenois,-27.497975,153.01136
Belenois java,3,2022,11,Queensland,Pieridae,Belenois,-27.55478,153.07925
Cressida cressida,1,2020,9,New South Wales,Papilionidae,Cressida,-30.47735,151.73951
Danaus plexippus,1,2020,11,Queensland,Nymphalidae,Danaus,-28.19658,153.18726
Hypolimnas bolina,8,2021,1,Queensland,Nymphalidae,Hypolimnas,-17.31271,145.58719
Tirumala hamata,1,2021,3,Queensland,Nymphalidae,Tirumala,-17.31285,145.58695
Theclinesthes serpentatus,1,2021,2,Tasmania,Lycaenidae,Theclinesthes,-42.09963,148.08977
Cupha prosope,1,2019,11,Queensland,Nymphalidae,Cupha,-23.11821,150.73346
Hypocysta metirius,2,2022,9,Queensland,Nymphalidae,Hypocysta,-26.65586,152.645627
Phaedyma shepherdi,2,2023,7,Queensland,Nymphalidae,Phaedyma,-15.49557,144.81257
Danaus plexippus,1,2021,3,Queensland,Nymphalidae,Danaus,-17.25419,145.6022
Phaedyma shepherdi,3,2021,3,Queensland,Nymphalidae,Phaedyma,-17.31161,145.589
Zizula hylax,1,2020,2,Queensland,Lycaenidae,Zizula,-27.53264,153.05453
Telicota augias,1,2022,3,Queensland,Hesperiidae,Telicota,-12.78042,143.31274
Delias ennia,1,2020,7,Queensland,Pieridae,Delias,-17.31272,145.58756
Eurema smilax,1,2023,9,Queensland,Pieridae,Eurema,-20.67205,139.5087
Catopsilia pomona,1,2020,2,Queensland,Pieridae,Catopsilia,-17.36702,145.59546
Hypolimnas bolina,1,2020,3,Queensland,Nymphalidae,Hypolimnas,-28.01949,153.33838
Heteronympha merope,3,2022,11,New South Wales,Nymphalidae,Heteronympha,-33.5939,151.1703
Melanitis leda,1,2020,4,Queensland,Nymphalidae,Melanitis,-17.4254,145.4416
Danaus plexippus,1,2021,2,New South Wales,Nymphalidae,Danaus,-33.55427,150.68333
Graphium eurypylus,2,2022,3,New South Wales,Papilionidae,Graphium,-33.74022,150.60121
Graphium choredon,4,2020,3,Queensland,Papilionidae,Graphium,-28.01953,153.33842
Catopsilia pomona,1,2022,4,Queensland,Pieridae,Catopsilia,-27.54786,152.8565
Catopsilia pomona,3,2021,12,Queensland,Pieridae,Catopsilia,-17.38304,146.00314
Danaus petilia,2,2023,8,Queensland,Nymphalidae,Danaus,-17.44233,140.84395
Danaus petilia,1,2021,7,Western Australia,Nymphalidae,Danaus,-22.6036,118.11244
Delias nigrina,1,2020,3,Queensland,Pieridae,Delias,-17.31238,145.58739
Papilio (Princeps) aegeus,6,2022,2,Queensland,Papilionidae,Papilio,-27.52538,152.88813
Junonia hedonia,20,2020,9,Queensland,Nymphalidae,Junonia,-16.9321,145.3383
Euploea corinna,1,2022,7,Northern Territory,Nymphalidae,Euploea,-12.35098,130.904277
Belenois java,1,2023,8,Queensland,Pieridae,Belenois,-21.69615,139.49328
Toxidia,1,2022,1,Victoria,Hesperiidae,Toxidia,-37.90867,145.44751
Delias harpalyce,1,2021,12,New South Wales,Pieridae,Delias,-33.74013,150.60122
Vanessa itea,1,2020,11,Victoria,Nymphalidae,Vanessa,-37.77829,145.00461
Jamides phaseli,1,2022,5,Queensland,Lycaenidae,Jamides,-16.5403,145.4697
Belenois java,1,2020,3,New South Wales,Pieridae,Belenois,-29.75067,151.0972
Heteronympha merope,1,2020,12,New South Wales,Nymphalidae,Heteronympha,-33.74024,150.60128
Vanessa kershawi,1,2021,12,Victoria,Nymphalidae,Vanessa,-38.64008,143.88871
Pieris rapae,1,2019,12,Queensland,Pieridae,Pieris,-27.54328,152.9609
Papilio (Princeps) aegeus,1,2020,1,Queensland,Papilionidae,Papilio,-26.41034,153.05569
Hypocysta metirius,1,2021,12,New South Wales,Nymphalidae,Hypocysta,-33.74013,150.60122
Ocybadistes ardea,1,2019,9,New South Wales,Hesperiidae,Ocybadistes,-29.42946,153.32536
Pieris rapae,1,2020,10,Queensland,Pieridae,Pieris,-17.31261,145.58725
Eirmocides absimilis,1,2022,10,Queensland,Lycaenidae,Eirmocides,-17.31159,145.58895
Theclinesthes onycha,5,2020,10,Queensland,Lycaenidae,Theclinesthes,-27.54252,153.07321
Eurema hecabe,1,2021,4,Queensland,Pieridae,Eurema,-27.416,153.0105
Danaus plexippus,1,2020,2,Queensland,Nymphalidae,Danaus,-26.41043,153.05558
Psychonotis caelius,1,2021,3,New South Wales,Lycaenidae,Psychonotis,-33.92237,150.93668
Euploea corinna,1,2020,4,New South Wales,Nymphalidae,Euploea,-33.92235,150.93681
Graphium choredon,1,2020,3,Queensland,Papilionidae,Graphium,-17.27498,145.58351
Vanessa kershawi,6,2021,3,Australian Capital Territory,Nymphalidae,Vanessa,-35.276972,149.10973
Vanessa itea,1,2020,11,New South Wales,Nymphalidae,Vanessa,-33.92238,150.93719
Ornithoptera euphorion,2,2020,2,Queensland,Papilionidae,Ornithoptera,-16.89926,145.74667
Euploea corinna,1,2022,11,Queensland,Nymphalidae,Euploea,-24.84534,152.42612
Tirumala hamata,1,2021,10,Queensland,Nymphalidae,Tirumala,-24.93172,152.47012
Candalides,5,2020,10,Queensland,Lycaenidae,Candalides,-28.653058,151.947315
Zizula hylax,1,2020,3,Queensland,Lycaenidae,Zizula,-17.275,145.58337
Graphium agamemnon,1,2022,9,Queensland,Papilionidae,Graphium,-17.31243,145.58738
Tellervo zoilus,1,2022,7,Queensland,Nymphalidae,Tellervo,-12.78065,143.3091
Cupha prosope,1,2020,4,Queensland,Nymphalidae,Cupha,-27.44987,152.95535
Heteronympha merope,2,2023,3,New South Wales,Nymphalidae,Heteronympha,-33.92231,150.93665
Junonia villida,1,2022,3,Victoria,Nymphalidae,Junonia,-37.35565,144.15381
Jalmenus evagoras,1,2022,11,Queensland,Lycaenidae,Jalmenus,-27.5396,153.06628
Zizina otis,2,2020,1,Queensland,Lycaenidae,Zizina,-27.53251,153.05639
Cepora perimale,1,2022,7,Northern Territory,Pieridae,Cepora,-12.35098,130.904277
Belenois java,16,2020,11,New South Wales,Pieridae,Belenois,-35.09638,150.69269
Tirumala hamata,1,2022,1,Queensland,Nymphalidae,Tirumala,-27.97086,153.18462
Hypolimnas bolina,1,2022,1,Queensland,Nymphalidae,Hypolimnas,-27.53867,153.0658
Erina erina,2,2022,12,Queensland,Lycaenidae,Erina,-18.9506,146.2865
Melanitis leda,1,2020,2,Queensland,Nymphalidae,Melanitis,-17.51072,145.52103
Theclinesthes onycha,6,2022,1,Queensland,Lycaenidae,Theclinesthes,-27.48585,152.95141
Elodina angulipennis,7,2020,4,Queensland,Pieridae,Elodina,-27.620061,152.306547
Belenois java,2,2020,8,Queensland,Pieridae,Belenois,-23.66896,140.98514
Cressida cressida,5,2021,2,Queensland,Papilionidae,Cressida,-27.64204,152.75204
Danaus affinis,3,2023,6,Queensland,Nymphalidae,Danaus,-10.5744,142.3008
Graphium choredon,2,2022,2,Queensland,Papilionidae,Graphium,-27.53044,153.03604
Hypolimnas bolina,2,2021,12,Queensland,Nymphalidae,Hypolimnas,-17.34604,145.92591
Hypolimnas bolina,1,2023,5,Queensland,Nymphalidae,Hypolimnas,-17.31309,145.58701
Graphium choredon,1,2020,3,Queensland,Papilionidae,Graphium,-17.31242,145.58727
Graphium macleayanum,1,2020,11,Queensland,Papilionidae,Graphium,-17.360525,145.753157
Tirumala hamata,10,2020,4,Queensland,Nymphalidae,Tirumala,-26.41054,153.05553
Lampides boeticus,2,2023,8,Queensland,Lycaenidae,Lampides,-20.78174,140.1139
Doleschallia bisaltide,1,2023,5,Queensland,Nymphalidae,Doleschallia,-17.31309,145.58701
Papilio (Princeps) aegeus,1,2022,2,Queensland,Papilionidae,Papilio,-27.53044,153.03604
Tirumala hamata,1,2019,11,Queensland,Nymphalidae,Tirumala,-26.70143,153.02999
Catopsilia pomona,30,2021,12,Queensland,Pieridae,Catopsilia,-17.38015,145.253449
Danaus petilia,1,2020,3,New South Wales,Nymphalidae,Danaus,-28.86304,153.55051
Philiris innotata,1,2022,7,Queensland,Lycaenidae,Philiris,-12.7515,143.2867
Theclinesthes serpentatus,1,2021,1,Tasmania,Lycaenidae,Theclinesthes,-41.2902,148.34163
Graphium eurypylus,3,2021,2,Queensland,Papilionidae,Graphium,-17.31148,145.58881
Papilio (Princeps) aegeus,1,2023,3,Australian Capital Territory,Papilionidae,Papilio,-35.14361,150.67236
Papilio (Princeps) aegeus,1,2022,2,Queensland,Papilionidae,Papilio,-27.53044,153.03604
Delias nigrina,10,2023,5,New South Wales,Pieridae,Delias,-30.79282,152.99683
Delias nigrina,3,2022,9,Queensland,Pieridae,Delias,-27.48561,152.95407
Candalides,1,2020,1,New South Wales,Lycaenidae,Candalides,-29.42965,153.32542
Ornithoptera richmondia,1,2022,11,New South Wales,Papilionidae,Ornithoptera,-28.24051,153.42655
Eurema brigitta,2,2022,1,Queensland,Pieridae,Eurema,-27.98053,152.34632
Papilio (Princeps) aegeus,5,2023,2,Queensland,Papilionidae,Papilio,-17.31247,145.58736
Hypocysta adiante,20,2022,10,Queensland,Nymphalidae,Hypocysta,-23.7949,149.0684
Melanitis leda,1,2022,2,Queensland,Nymphalidae,Melanitis,-27.53044,153.03604
Delias nigrina,1,2023,3,New South Wales,Pieridae,Delias,-33.625,151.14887
Euploea corinna,2,2020,1,Queensland,Nymphalidae,Euploea,-27.40302,152.94074
Euploea corinna,1,2020,2,Queensland,Nymphalidae,Euploea,-27.53686,153.0412
Heteronympha merope,1,2022,1,Tasmania,Nymphalidae,Heteronympha,-43.35132,147.36668
Prosotas felderi,2,2020,6,New South Wales,Lycaenidae,Prosotas,-34.546545,150.786743
Papilio (Princeps) ulysses,1,2020,3,Queensland,Papilionidae,Papilio,-17.31242,145.58726
Zizina otis,1,2020,10,Victoria,Lycaenidae,Zizina,-38.00684,145.99967
Phaedyma shepherdi,1,2022,10,Queensland,Nymphalidae,Phaedyma,-27.53361,153.05878
Catopyrops florinda,1,2022,10,Queensland,Lycaenidae,Catopyrops,-24.7126,150.987
Heteronympha penelope,1,2021,4,Victoria,Nymphalidae,Heteronympha,-38.63984,143.88523
Zizina otis,1,2020,3,Tasmania,Lycaenidae,Zizina,-41.43307,145.69632
